period_id,cc_id,account_code,budget,actual,account_name,account_type,cc_name,department,company_code,fiscal_year,fiscal_period,quarter,month_name,company_name,country,currency,variance,variance_pct,is_over_budget
2024-P01,CC-103,GL-1002,210683.38,239637.03,Salaries,OPEX,Finance C001,Finance,C001,2024,1,Q1,January,Gen Digital Germany GmbH,DE,EUR,28953.649999999994,13.74,True
2024-P01,CC-103,GL-1003,110521.76,122456.28,Travel & Entertainment,OPEX,Finance C001,Finance,C001,2024,1,Q1,January,Gen Digital Germany GmbH,DE,EUR,11934.520000000004,10.8,True
2024-P01,CC-103,GL-2001,987630.21,912638.08,Server Hardware,CAPEX,Finance C001,Finance,C001,2024,1,Q1,January,Gen Digital Germany GmbH,DE,EUR,-74992.13,-7.59,False
2024-P01,CC-103,GL-2002,584447.88,519357.57,Office Equipment,CAPEX,Finance C001,Finance,C001,2024,1,Q1,January,Gen Digital Germany GmbH,DE,EUR,-65090.31,-11.14,False
2024-P01,CC-103,GL-3001,4924044.1,5343895.59,Product Revenue,REVENUE,Finance C001,Finance,C001,2024,1,Q1,January,Gen Digital Germany GmbH,DE,EUR,419851.4900000002,8.53,True
2024-P01,CC-103,GL-3002,3029815.34,3007762.26,Service Revenue,REVENUE,Finance C001,Finance,C001,2024,1,Q1,January,Gen Digital Germany GmbH,DE,EUR,-22053.080000000075,-0.73,False
2024-P01,CC-201,GL-1001,191068.15,208680.06,Software Licenses,OPEX,Marketing C002,Marketing,C002,2024,1,Q1,January,Gen Digital CZ s.r.o.,CZ,CZK,17611.910000000003,9.22,True
2024-P01,CC-201,GL-1002,321841.21,343092.99,Salaries,OPEX,Marketing C002,Marketing,C002,2024,1,Q1,January,Gen Digital CZ s.r.o.,CZ,CZK,21251.77999999997,6.6,True
2024-P01,CC-201,GL-1003,372904.04,389121.56,Travel & Entertainment,OPEX,Marketing C002,Marketing,C002,2024,1,Q1,January,Gen Digital CZ s.r.o.,CZ,CZK,16217.520000000019,4.35,True
2024-P01,CC-201,GL-2001,598665.54,685785.22,Server Hardware,CAPEX,Marketing C002,Marketing,C002,2024,1,Q1,January,Gen Digital CZ s.r.o.,CZ,CZK,87119.67999999993,14.55,True
2024-P01,CC-201,GL-2002,518757.79,530314.55,Office Equipment,CAPEX,Marketing C002,Marketing,C002,2024,1,Q1,January,Gen Digital CZ s.r.o.,CZ,CZK,11556.760000000068,2.23,True
2024-P01,CC-201,GL-3001,1212805.82,1256032.38,Product Revenue,REVENUE,Marketing C002,Marketing,C002,2024,1,Q1,January,Gen Digital CZ s.r.o.,CZ,CZK,43226.55999999982,3.56,True
2024-P01,CC-201,GL-3002,2988531.79,2931317.17,Service Revenue,REVENUE,Marketing C002,Marketing,C002,2024,1,Q1,January,Gen Digital CZ s.r.o.,CZ,CZK,-57214.62000000011,-1.91,False
2024-P01,CC-202,GL-1001,478923.81,431703.05,Software Licenses,OPEX,IT C002,IT,C002,2024,1,Q1,January,Gen Digital CZ s.r.o.,CZ,CZK,-47220.76000000001,-9.86,False
2024-P01,CC-202,GL-1002,301981.43,307326.14,Salaries,OPEX,IT C002,IT,C002,2024,1,Q1,January,Gen Digital CZ s.r.o.,CZ,CZK,5344.710000000021,1.77,True
2024-P01,CC-202,GL-1003,75895.59,72425.72,Travel & Entertainment,OPEX,IT C002,IT,C002,2024,1,Q1,January,Gen Digital CZ s.r.o.,CZ,CZK,-3469.8699999999953,-4.57,False
2024-P01,CC-202,GL-2001,880819.43,787773.22,Server Hardware,CAPEX,IT C002,IT,C002,2024,1,Q1,January,Gen Digital CZ s.r.o.,CZ,CZK,-93046.21000000008,-10.56,False
2024-P01,CC-202,GL-2002,713806.31,620742.97,Office Equipment,CAPEX,IT C002,IT,C002,2024,1,Q1,January,Gen Digital CZ s.r.o.,CZ,CZK,-93063.34000000008,-13.04,False
2024-P01,CC-202,GL-3001,3875475.18,3956573.71,Product Revenue,REVENUE,IT C002,IT,C002,2024,1,Q1,January,Gen Digital CZ s.r.o.,CZ,CZK,81098.5299999998,2.09,True
2024-P01,CC-202,GL-3002,4789404.51,5116655.66,Service Revenue,REVENUE,IT C002,IT,C002,2024,1,Q1,January,Gen Digital CZ s.r.o.,CZ,CZK,327251.1500000004,6.83,True
2024-P01,CC-203,GL-1001,371125.48,370102.27,Software Licenses,OPEX,Finance C002,Finance,C002,2024,1,Q1,January,Gen Digital CZ s.r.o.,CZ,CZK,-1023.2099999999627,-0.28,False
2024-P01,CC-203,GL-1002,366898.02,415631.04,Salaries,OPEX,Finance C002,Finance,C002,2024,1,Q1,January,Gen Digital CZ s.r.o.,CZ,CZK,48733.01999999996,13.28,True
2024-P01,CC-203,GL-1003,493792.97,451603.91,Travel & Entertainment,OPEX,Finance C002,Finance,C002,2024,1,Q1,January,Gen Digital CZ s.r.o.,CZ,CZK,-42189.06,-8.54,False
2024-P01,CC-203,GL-2001,506900.55,512739.39,Server Hardware,CAPEX,Finance C002,Finance,C002,2024,1,Q1,January,Gen Digital CZ s.r.o.,CZ,CZK,5838.840000000026,1.15,True
2024-P01,CC-203,GL-2002,707200.86,671246.75,Office Equipment,CAPEX,Finance C002,Finance,C002,2024,1,Q1,January,Gen Digital CZ s.r.o.,CZ,CZK,-35954.109999999986,-5.08,False
2024-P01,CC-203,GL-3001,3279429.46,3649318.31,Product Revenue,REVENUE,Finance C002,Finance,C002,2024,1,Q1,January,Gen Digital CZ s.r.o.,CZ,CZK,369888.8500000001,11.28,True
2024-P01,CC-203,GL-3002,4785071.15,4274360.12,Service Revenue,REVENUE,Finance C002,Finance,C002,2024,1,Q1,January,Gen Digital CZ s.r.o.,CZ,CZK,-510711.03000000026,-10.67,False
2024-P01,CC-301,GL-1001,292825.68,308754.37,Software Licenses,OPEX,Marketing C003,Marketing,C003,2024,1,Q1,January,Gen Digital Austria GmbH,AT,EUR,15928.690000000002,5.44,True
2024-P01,CC-301,GL-1002,191506.37,163169.67,Salaries,OPEX,Marketing C003,Marketing,C003,2024,1,Q1,January,Gen Digital Austria GmbH,AT,EUR,-28336.699999999983,-14.8,False
2024-P01,CC-301,GL-1003,324317.5,344955.15,Travel & Entertainment,OPEX,Marketing C003,Marketing,C003,2024,1,Q1,January,Gen Digital Austria GmbH,AT,EUR,20637.650000000023,6.36,True
2024-P01,CC-301,GL-2001,422514.56,374307.77,Server Hardware,CAPEX,Marketing C003,Marketing,C003,2024,1,Q1,January,Gen Digital Austria GmbH,AT,EUR,-48206.78999999998,-11.41,False
2024-P01,CC-301,GL-2002,979618.46,1013077.47,Office Equipment,CAPEX,Marketing C003,Marketing,C003,2024,1,Q1,January,Gen Digital Austria GmbH,AT,EUR,33459.01000000001,3.42,True
2024-P01,CC-301,GL-3001,3119087.92,3334660.88,Product Revenue,REVENUE,Marketing C003,Marketing,C003,2024,1,Q1,January,Gen Digital Austria GmbH,AT,EUR,215572.95999999996,6.91,True
2024-P01,CC-301,GL-3002,3930225.35,3634043.01,Service Revenue,REVENUE,Marketing C003,Marketing,C003,2024,1,Q1,January,Gen Digital Austria GmbH,AT,EUR,-296182.3400000003,-7.54,False
2024-P01,CC-302,GL-1001,320686.46,345586.58,Software Licenses,OPEX,IT C003,IT,C003,2024,1,Q1,January,Gen Digital Austria GmbH,AT,EUR,24900.119999999995,7.76,True
2024-P01,CC-302,GL-1002,130703.37,118204.39,Salaries,OPEX,IT C003,IT,C003,2024,1,Q1,January,Gen Digital Austria GmbH,AT,EUR,-12498.979999999996,-9.56,False
2024-P01,CC-302,GL-1003,342233.16,341717.24,Travel & Entertainment,OPEX,IT C003,IT,C003,2024,1,Q1,January,Gen Digital Austria GmbH,AT,EUR,-515.9199999999837,-0.15,False
2024-P01,CC-302,GL-2001,207550.09,181965.74,Server Hardware,CAPEX,IT C003,IT,C003,2024,1,Q1,January,Gen Digital Austria GmbH,AT,EUR,-25584.350000000006,-12.33,False
2024-P01,CC-302,GL-2002,951532.43,972657.27,Office Equipment,CAPEX,IT C003,IT,C003,2024,1,Q1,January,Gen Digital Austria GmbH,AT,EUR,21124.839999999967,2.22,True
2024-P01,CC-302,GL-3001,4796119.56,4634180.23,Product Revenue,REVENUE,IT C003,IT,C003,2024,1,Q1,January,Gen Digital Austria GmbH,AT,EUR,-161939.32999999914,-3.38,False
2024-P01,CC-302,GL-3002,2630296.75,2785285.71,Service Revenue,REVENUE,IT C003,IT,C003,2024,1,Q1,January,Gen Digital Austria GmbH,AT,EUR,154988.95999999996,5.89,True
2024-P01,CC-303,GL-1001,112329.28,107048.52,Software Licenses,OPEX,Finance C003,Finance,C003,2024,1,Q1,January,Gen Digital Austria GmbH,AT,EUR,-5280.759999999995,-4.7,False
2024-P01,CC-303,GL-1002,93138.48,89091.35,Salaries,OPEX,Finance C003,Finance,C003,2024,1,Q1,January,Gen Digital Austria GmbH,AT,EUR,-4047.12999999999,-4.35,False
2024-P01,CC-303,GL-1003,368268.33,410147.57,Travel & Entertainment,OPEX,Finance C003,Finance,C003,2024,1,Q1,January,Gen Digital Austria GmbH,AT,EUR,41879.23999999999,11.37,True
2024-P01,CC-303,GL-2001,549713.64,497694.19,Server Hardware,CAPEX,Finance C003,Finance,C003,2024,1,Q1,January,Gen Digital Austria GmbH,AT,EUR,-52019.45000000001,-9.46,False
2024-P01,CC-303,GL-2002,461284.98,423455.95,Office Equipment,CAPEX,Finance C003,Finance,C003,2024,1,Q1,January,Gen Digital Austria GmbH,AT,EUR,-37829.02999999997,-8.2,False
2024-P01,CC-303,GL-3001,4942544.09,5139762.46,Product Revenue,REVENUE,Finance C003,Finance,C003,2024,1,Q1,January,Gen Digital Austria GmbH,AT,EUR,197218.3700000001,3.99,True
2024-P01,CC-303,GL-3002,2358880.68,2537081.42,Service Revenue,REVENUE,Finance C003,Finance,C003,2024,1,Q1,January,Gen Digital Austria GmbH,AT,EUR,178200.73999999976,7.55,True
2024-P02,CC-101,GL-1001,285740.27,244628.03,Software Licenses,OPEX,Marketing C001,Marketing,C001,2024,2,Q1,February,Gen Digital Germany GmbH,DE,EUR,-41112.24000000002,-14.39,False
2024-P02,CC-101,GL-1002,322771.74,369445.52,Salaries,OPEX,Marketing C001,Marketing,C001,2024,2,Q1,February,Gen Digital Germany GmbH,DE,EUR,46673.78000000003,14.46,True
2024-P02,CC-101,GL-1003,76615.79,73700.11,Travel & Entertainment,OPEX,Marketing C001,Marketing,C001,2024,2,Q1,February,Gen Digital Germany GmbH,DE,EUR,-2915.679999999993,-3.81,False
2024-P02,CC-101,GL-2001,251661.8,286662.91,Server Hardware,CAPEX,Marketing C001,Marketing,C001,2024,2,Q1,February,Gen Digital Germany GmbH,DE,EUR,35001.109999999986,13.91,True
2024-P02,CC-101,GL-2002,576208.87,490583.26,Office Equipment,CAPEX,Marketing C001,Marketing,C001,2024,2,Q1,February,Gen Digital Germany GmbH,DE,EUR,-85625.60999999999,-14.86,False
2024-P02,CC-101,GL-3001,2539014.08,2179225.8,Product Revenue,REVENUE,Marketing C001,Marketing,C001,2024,2,Q1,February,Gen Digital Germany GmbH,DE,EUR,-359788.28000000026,-14.17,False
2024-P02,CC-101,GL-3002,4620580.18,4708414.69,Service Revenue,REVENUE,Marketing C001,Marketing,C001,2024,2,Q1,February,Gen Digital Germany GmbH,DE,EUR,87834.51000000071,1.9,True
2024-P02,CC-102,GL-1001,436711.38,496415.73,Software Licenses,OPEX,IT C001,IT,C001,2024,2,Q1,February,Gen Digital Germany GmbH,DE,EUR,59704.34999999998,13.67,True
2024-P02,CC-102,GL-1002,134816.94,139705.64,Salaries,OPEX,IT C001,IT,C001,2024,2,Q1,February,Gen Digital Germany GmbH,DE,EUR,4888.700000000012,3.63,True
2024-P02,CC-102,GL-1003,131804.02,120668.18,Travel & Entertainment,OPEX,IT C001,IT,C001,2024,2,Q1,February,Gen Digital Germany GmbH,DE,EUR,-11135.839999999997,-8.45,False
2024-P02,CC-102,GL-2001,410723.17,456571.84,Server Hardware,CAPEX,IT C001,IT,C001,2024,2,Q1,February,Gen Digital Germany GmbH,DE,EUR,45848.67000000004,11.16,True
2024-P02,CC-102,GL-2002,921353.17,948915.9,Office Equipment,CAPEX,IT C001,IT,C001,2024,2,Q1,February,Gen Digital Germany GmbH,DE,EUR,27562.72999999998,2.99,True
2024-P02,CC-102,GL-3001,3295940.05,3682985.68,Product Revenue,REVENUE,IT C001,IT,C001,2024,2,Q1,February,Gen Digital Germany GmbH,DE,EUR,387045.63000000035,11.74,True
2024-P02,CC-102,GL-3002,3825470.26,4261197.38,Service Revenue,REVENUE,IT C001,IT,C001,2024,2,Q1,February,Gen Digital Germany GmbH,DE,EUR,435727.1200000001,11.39,True
2024-P02,CC-103,GL-1001,129871.41,116190.09,Software Licenses,OPEX,Finance C001,Finance,C001,2024,2,Q1,February,Gen Digital Germany GmbH,DE,EUR,-13681.320000000007,-10.53,False
2024-P02,CC-103,GL-1002,418547.95,359575.59,Salaries,OPEX,Finance C001,Finance,C001,2024,2,Q1,February,Gen Digital Germany GmbH,DE,EUR,-58972.359999999986,-14.09,False
2024-P02,CC-103,GL-1003,67448.43,68209.04,Travel & Entertainment,OPEX,Finance C001,Finance,C001,2024,2,Q1,February,Gen Digital Germany GmbH,DE,EUR,760.6100000000006,1.13,True
2024-P02,CC-103,GL-2001,962228.23,1089445.59,Server Hardware,CAPEX,Finance C001,Finance,C001,2024,2,Q1,February,Gen Digital Germany GmbH,DE,EUR,127217.3600000001,13.22,True
2024-P02,CC-103,GL-2002,826484.35,779787.66,Office Equipment,CAPEX,Finance C001,Finance,C001,2024,2,Q1,February,Gen Digital Germany GmbH,DE,EUR,-46696.689999999944,-5.65,False
2024-P02,CC-103,GL-3001,2165723.77,2067651.59,Product Revenue,REVENUE,Finance C001,Finance,C001,2024,2,Q1,February,Gen Digital Germany GmbH,DE,EUR,-98072.17999999993,-4.53,False
2024-P02,CC-103,GL-3002,1721667.04,1731216.53,Service Revenue,REVENUE,Finance C001,Finance,C001,2024,2,Q1,February,Gen Digital Germany GmbH,DE,EUR,9549.48999999999,0.55,True
2024-P02,CC-201,GL-1001,455103.77,454783.07,Software Licenses,OPEX,Marketing C002,Marketing,C002,2024,2,Q1,February,Gen Digital CZ s.r.o.,CZ,CZK,-320.70000000001164,-0.07,False
2024-P02,CC-201,GL-1002,321576.52,369556.56,Salaries,OPEX,Marketing C002,Marketing,C002,2024,2,Q1,February,Gen Digital CZ s.r.o.,CZ,CZK,47980.03999999998,14.92,True
2024-P02,CC-201,GL-1003,463999.61,524943.86,Travel & Entertainment,OPEX,Marketing C002,Marketing,C002,2024,2,Q1,February,Gen Digital CZ s.r.o.,CZ,CZK,60944.25,13.13,True
2024-P02,CC-201,GL-2001,935745.82,949215.07,Server Hardware,CAPEX,Marketing C002,Marketing,C002,2024,2,Q1,February,Gen Digital CZ s.r.o.,CZ,CZK,13469.25,1.44,True
2024-P02,CC-201,GL-2002,449961.26,442933.17,Office Equipment,CAPEX,Marketing C002,Marketing,C002,2024,2,Q1,February,Gen Digital CZ s.r.o.,CZ,CZK,-7028.090000000026,-1.56,False
2024-P02,CC-201,GL-3001,1465526.51,1489471.09,Product Revenue,REVENUE,Marketing C002,Marketing,C002,2024,2,Q1,February,Gen Digital CZ s.r.o.,CZ,CZK,23944.580000000075,1.63,True
2024-P02,CC-201,GL-3002,2353375.77,2258553.68,Service Revenue,REVENUE,Marketing C002,Marketing,C002,2024,2,Q1,February,Gen Digital CZ s.r.o.,CZ,CZK,-94822.08999999985,-4.03,False
2024-P02,CC-202,GL-1001,157753.11,172783.14,Software Licenses,OPEX,IT C002,IT,C002,2024,2,Q1,February,Gen Digital CZ s.r.o.,CZ,CZK,15030.030000000028,9.53,True
2024-P02,CC-202,GL-1002,134753.08,130883.7,Salaries,OPEX,IT C002,IT,C002,2024,2,Q1,February,Gen Digital CZ s.r.o.,CZ,CZK,-3869.37999999999,-2.87,False
2024-P02,CC-202,GL-1003,211244.63,237646.65,Travel & Entertainment,OPEX,IT C002,IT,C002,2024,2,Q1,February,Gen Digital CZ s.r.o.,CZ,CZK,26402.01999999999,12.5,True
2024-P02,CC-202,GL-2001,929012.18,1015663.2,Server Hardware,CAPEX,IT C002,IT,C002,2024,2,Q1,February,Gen Digital CZ s.r.o.,CZ,CZK,86651.0199999999,9.33,True
2024-P02,CC-202,GL-2002,918701.26,975928.29,Office Equipment,CAPEX,IT C002,IT,C002,2024,2,Q1,February,Gen Digital CZ s.r.o.,CZ,CZK,57227.03000000003,6.23,True
2024-P02,CC-202,GL-3001,4356248.81,3831905.05,Product Revenue,REVENUE,IT C002,IT,C002,2024,2,Q1,February,Gen Digital CZ s.r.o.,CZ,CZK,-524343.7599999998,-12.04,False
2024-P02,CC-202,GL-3002,3079375.21,3230430.2,Service Revenue,REVENUE,IT C002,IT,C002,2024,2,Q1,February,Gen Digital CZ s.r.o.,CZ,CZK,151054.99000000022,4.91,True
2024-P02,CC-203,GL-1001,194248.88,195841.96,Software Licenses,OPEX,Finance C002,Finance,C002,2024,2,Q1,February,Gen Digital CZ s.r.o.,CZ,CZK,1593.0799999999872,0.82,True
2024-P02,CC-203,GL-1002,308789.06,311746.55,Salaries,OPEX,Finance C002,Finance,C002,2024,2,Q1,February,Gen Digital CZ s.r.o.,CZ,CZK,2957.4899999999907,0.96,True
2024-P02,CC-203,GL-1003,227383.21,230547.1,Travel & Entertainment,OPEX,Finance C002,Finance,C002,2024,2,Q1,February,Gen Digital CZ s.r.o.,CZ,CZK,3163.890000000014,1.39,True
2024-P02,CC-203,GL-2001,280838.88,265700.24,Server Hardware,CAPEX,Finance C002,Finance,C002,2024,2,Q1,February,Gen Digital CZ s.r.o.,CZ,CZK,-15138.640000000014,-5.39,False
2024-P02,CC-203,GL-2002,503114.11,457538.24,Office Equipment,CAPEX,Finance C002,Finance,C002,2024,2,Q1,February,Gen Digital CZ s.r.o.,CZ,CZK,-45575.869999999995,-9.06,False
2024-P02,CC-203,GL-3001,4776989.12,4671397.41,Product Revenue,REVENUE,Finance C002,Finance,C002,2024,2,Q1,February,Gen Digital CZ s.r.o.,CZ,CZK,-105591.70999999996,-2.21,False
2024-P02,CC-203,GL-3002,2740555.3,2397209.39,Service Revenue,REVENUE,Finance C002,Finance,C002,2024,2,Q1,February,Gen Digital CZ s.r.o.,CZ,CZK,-343345.9099999997,-12.53,False
2024-P02,CC-301,GL-1001,60725.37,53517.0,Software Licenses,OPEX,Marketing C003,Marketing,C003,2024,2,Q1,February,Gen Digital Austria GmbH,AT,EUR,-7208.370000000003,-11.87,False
2024-P02,CC-301,GL-1002,302563.85,312517.89,Salaries,OPEX,Marketing C003,Marketing,C003,2024,2,Q1,February,Gen Digital Austria GmbH,AT,EUR,9954.040000000037,3.29,True
2024-P02,CC-301,GL-1003,187653.91,215367.81,Travel & Entertainment,OPEX,Marketing C003,Marketing,C003,2024,2,Q1,February,Gen Digital Austria GmbH,AT,EUR,27713.899999999994,14.77,True
2024-P02,CC-301,GL-2001,793666.69,858154.35,Server Hardware,CAPEX,Marketing C003,Marketing,C003,2024,2,Q1,February,Gen Digital Austria GmbH,AT,EUR,64487.66000000003,8.13,True
2024-P02,CC-301,GL-2002,729011.49,735036.8,Office Equipment,CAPEX,Marketing C003,Marketing,C003,2024,2,Q1,February,Gen Digital Austria GmbH,AT,EUR,6025.310000000056,0.83,True
2024-P02,CC-301,GL-3001,1166530.17,1322884.82,Product Revenue,REVENUE,Marketing C003,Marketing,C003,2024,2,Q1,February,Gen Digital Austria GmbH,AT,EUR,156354.65000000014,13.4,True
2024-P02,CC-301,GL-3002,2228479.32,2286956.75,Service Revenue,REVENUE,Marketing C003,Marketing,C003,2024,2,Q1,February,Gen Digital Austria GmbH,AT,EUR,58477.43000000017,2.62,True
2024-P02,CC-302,GL-1001,455124.36,460966.38,Software Licenses,OPEX,IT C003,IT,C003,2024,2,Q1,February,Gen Digital Austria GmbH,AT,EUR,5842.020000000019,1.28,True
2024-P02,CC-302,GL-1002,338419.59,362710.38,Salaries,OPEX,IT C003,IT,C003,2024,2,Q1,February,Gen Digital Austria GmbH,AT,EUR,24290.78999999998,7.18,True
2024-P02,CC-302,GL-1003,290431.46,250979.91,Travel & Entertainment,OPEX,IT C003,IT,C003,2024,2,Q1,February,Gen Digital Austria GmbH,AT,EUR,-39451.55000000002,-13.58,False
2024-P02,CC-302,GL-2001,372651.33,337797.89,Server Hardware,CAPEX,IT C003,IT,C003,2024,2,Q1,February,Gen Digital Austria GmbH,AT,EUR,-34853.44,-9.35,False
2024-P02,CC-302,GL-2002,967768.4,837826.7,Office Equipment,CAPEX,IT C003,IT,C003,2024,2,Q1,February,Gen Digital Austria GmbH,AT,EUR,-129941.70000000007,-13.43,False
2024-P02,CC-302,GL-3001,4301577.02,4783833.54,Product Revenue,REVENUE,IT C003,IT,C003,2024,2,Q1,February,Gen Digital Austria GmbH,AT,EUR,482256.5200000005,11.21,True
2024-P02,CC-302,GL-3002,3954160.35,3982611.84,Service Revenue,REVENUE,IT C003,IT,C003,2024,2,Q1,February,Gen Digital Austria GmbH,AT,EUR,28451.489999999758,0.72,True
2024-P02,CC-303,GL-1001,130230.55,125183.75,Software Licenses,OPEX,Finance C003,Finance,C003,2024,2,Q1,February,Gen Digital Austria GmbH,AT,EUR,-5046.800000000003,-3.88,False
2024-P02,CC-303,GL-1002,364632.4,409554.61,Salaries,OPEX,Finance C003,Finance,C003,2024,2,Q1,February,Gen Digital Austria GmbH,AT,EUR,44922.20999999996,12.32,True
2024-P02,CC-303,GL-1003,94392.83,107134.85,Travel & Entertainment,OPEX,Finance C003,Finance,C003,2024,2,Q1,February,Gen Digital Austria GmbH,AT,EUR,12742.020000000004,13.5,True
2024-P02,CC-303,GL-2001,903120.47,960670.17,Server Hardware,CAPEX,Finance C003,Finance,C003,2024,2,Q1,February,Gen Digital Austria GmbH,AT,EUR,57549.70000000007,6.37,True
2024-P02,CC-303,GL-2002,165667.13,150936.42,Office Equipment,CAPEX,Finance C003,Finance,C003,2024,2,Q1,February,Gen Digital Austria GmbH,AT,EUR,-14730.709999999992,-8.89,False
2024-P02,CC-303,GL-3001,1826947.77,1903910.39,Product Revenue,REVENUE,Finance C003,Finance,C003,2024,2,Q1,February,Gen Digital Austria GmbH,AT,EUR,76962.61999999988,4.21,True
2024-P02,CC-303,GL-3002,1062370.84,1196894.5,Service Revenue,REVENUE,Finance C003,Finance,C003,2024,2,Q1,February,Gen Digital Austria GmbH,AT,EUR,134523.65999999992,12.66,True
2024-P03,CC-101,GL-1001,142713.43,150821.96,Software Licenses,OPEX,Marketing C001,Marketing,C001,2024,3,Q1,March,Gen Digital Germany GmbH,DE,EUR,8108.529999999999,5.68,True
2024-P03,CC-101,GL-1002,465940.51,396711.83,Salaries,OPEX,Marketing C001,Marketing,C001,2024,3,Q1,March,Gen Digital Germany GmbH,DE,EUR,-69228.68,-14.86,False
2024-P03,CC-101,GL-1003,158174.32,173057.15,Travel & Entertainment,OPEX,Marketing C001,Marketing,C001,2024,3,Q1,March,Gen Digital Germany GmbH,DE,EUR,14882.829999999987,9.41,True
2024-P03,CC-101,GL-2001,848173.63,971430.73,Server Hardware,CAPEX,Marketing C001,Marketing,C001,2024,3,Q1,March,Gen Digital Germany GmbH,DE,EUR,123257.09999999998,14.53,True
2024-P03,CC-101,GL-2002,988376.94,1085209.88,Office Equipment,CAPEX,Marketing C001,Marketing,C001,2024,3,Q1,March,Gen Digital Germany GmbH,DE,EUR,96832.93999999994,9.8,True
2024-P03,CC-101,GL-3001,2487135.11,2739171.91,Product Revenue,REVENUE,Marketing C001,Marketing,C001,2024,3,Q1,March,Gen Digital Germany GmbH,DE,EUR,252036.80000000028,10.13,True
2024-P03,CC-101,GL-3002,1179027.14,1052282.7,Service Revenue,REVENUE,Marketing C001,Marketing,C001,2024,3,Q1,March,Gen Digital Germany GmbH,DE,EUR,-126744.43999999994,-10.75,False
2024-P03,CC-102,GL-1001,160777.92,168906.83,Software Licenses,OPEX,IT C001,IT,C001,2024,3,Q1,March,Gen Digital Germany GmbH,DE,EUR,8128.909999999974,5.06,True
2024-P03,CC-102,GL-1002,446875.16,436530.97,Salaries,OPEX,IT C001,IT,C001,2024,3,Q1,March,Gen Digital Germany GmbH,DE,EUR,-10344.190000000002,-2.31,False
2024-P03,CC-102,GL-1003,306742.88,340215.59,Travel & Entertainment,OPEX,IT C001,IT,C001,2024,3,Q1,March,Gen Digital Germany GmbH,DE,EUR,33472.71000000002,10.91,True
2024-P03,CC-102,GL-2001,663571.37,604820.68,Server Hardware,CAPEX,IT C001,IT,C001,2024,3,Q1,March,Gen Digital Germany GmbH,DE,EUR,-58750.689999999944,-8.85,False
